question,temporality,feature,label,mode,model,f1_binary_mean,f1_binary_std,f1_macro_mean,f1_macro_std
4,False,all,depression,selection feature,RandomForestClassifier,0.2,0.2981423969999719,0.43465034965034965,0.15882615418113924
4,False,all,depression,selection feature,KNeighborsClassifier,0.16666666666666666,0.23570226039551584,0.3688888888888889,0.177195226087353
4,False,all,depression,selection feature,GradientBoostingClassifier,0.13714285714285715,0.19208841501681842,0.3365367965367965,0.12452251337418936
4,False,all,depression,selection feature,HistGradientBoostingClassifier,0.0,0.0,0.3784382284382285,0.023220983789778094
4,False,all,depression,PCA,DecisionTreeClassifier,0.49523809523809526,0.28091202292862144,0.519047619047619,0.2272609381605326
4,False,all,depression,PCA,GradientBoostingClassifier,0.48571428571428565,0.33060104681351965,0.5738888888888889,0.22764680156668676
4,False,all,depression,PCA,KNeighborsClassifier,0.37333333333333335,0.2851899951494325,0.516969696969697,0.19865652996122493
4,False,all,depression,PCA,RandomForestClassifier,0.37333333333333335,0.23851391759997756,0.5162121212121212,0.15578417707048428
4,False,all,depression,PCA,LinearSVC,0.36095238095238097,0.22147720919997915,0.5038095238095238,0.14547794403120523
4,False,all,depression,PCA,LogisticRegression,0.29333333333333333,0.16733200530681513,0.45,0.09718253158075502
4,False,all,depression,PCA,GaussianNB,0.28095238095238095,0.27063375692157754,0.4703463203463203,0.14397177645699907
4,False,all,depression,PCA,SVC,0.18,0.24899799195977465,0.44878787878787885,0.13735498237986493
4,False,all,depression,PCA,HistGradientBoostingClassifier,0.0,0.0,0.3784382284382285,0.023220983789778094
4,False,all,depression,Pass,GaussianNB,0.41904761904761906,0.31837170762755773,0.5155555555555555,0.22187941245403967
4,False,all,depression,Pass,LogisticRegression,0.23809523809523808,0.24281045302822785,0.38145743145743144,0.15209288260666326
4,False,all,depression,Pass,DecisionTreeClassifier,0.20714285714285713,0.21189138534559035,0.2868437118437118,0.11914686229939773
4,False,all,depression,Pass,LinearSVC,0.13333333333333333,0.18257418583505536,0.32555555555555554,0.1120515754264774
4,False,all,depression,Pass,GradientBoostingClassifier,0.13,0.1857417562100671,0.3211111111111111,0.12325322723844337
4,False,all,depression,Pass,SVC,0.06666666666666667,0.14907119849998596,0.3948484848484849,0.04625060493983052
4,False,all,depression,Pass,KNeighborsClassifier,0.06666666666666667,0.14907119849998596,0.29888888888888887,0.08187614856418017
4,False,all,depression,Pass,HistGradientBoostingClassifier,0.0,0.0,0.3784382284382285,0.023220983789778094
4,False,all,depression,Pass,RandomForestClassifier,0.0,0.0,0.28581196581196583,0.06755003178219851
4,False,all,anxiety,selection feature,HistGradientBoostingClassifier,0.6896969696969697,0.05659450923601823,0.34484848484848485,0.028297254618009113
4,False,all,anxiety,selection feature,SVC,0.5822222222222222,0.1636014428382752,0.47634920634920636,0.14153533105557722
4,False,all,anxiety,selection feature,LogisticRegression,0.5142857142857142,0.07759128922285871,0.46428571428571425,0.10814347570643586
4,False,all,anxiety,selection feature,DecisionTreeClassifier,0.5,0.11785113019775789,0.4916666666666666,0.12638125740085915
4,False,all,anxiety,selection feature,GradientBoostingClassifier,0.4666666666666666,0.13944333775567927,0.45666666666666667,0.056025787713238726
4,False,all,anxiety,selection feature,LinearSVC,0.4619047619047619,0.17136242109949124,0.4344444444444444,0.11810153166367113
4,False,all,anxiety,selection feature,KNeighborsClassifier,0.4288888888888889,0.24889880932610067,0.32555555555555554,0.11205157542647741
4,False,all,anxiety,selection feature,RandomForestClassifier,0.39269841269841266,0.08546111936226054,0.3915873015873016,0.13450636680473654
4,False,all,anxiety,selection feature,GaussianNB,0.31333333333333335,0.30147784145586703,0.4333333333333333,0.22523136252899298
4,False,all,anxiety,PCA,HistGradientBoostingClassifier,0.6896969696969697,0.05659450923601823,0.34484848484848485,0.028297254618009113
4,False,all,anxiety,PCA,SVC,0.64,0.08272227757147148,0.32,0.04136113878573574
4,False,all,anxiety,PCA,LogisticRegression,0.5771428571428572,0.16545135133888733,0.5054761904761904,0.15207279107995642
4,False,all,anxiety,PCA,GaussianNB,0.5533333333333333,0.07673909622147557,0.43380952380952376,0.11521694020697479
4,False,all,anxiety,PCA,GradientBoostingClassifier,0.5529004329004328,0.157755950442216,0.385021645021645,0.1357326154278159
4,False,all,anxiety,PCA,LinearSVC,0.5152380952380952,0.10819064386304916,0.48857142857142855,0.07834382618969293
4,False,all,anxiety,PCA,KNeighborsClassifier,0.4936507936507937,0.14290122776572414,0.4344444444444444,0.11810153166367113
4,False,all,anxiety,PCA,DecisionTreeClassifier,0.4404761904761905,0.3035130662852848,0.4554761904761905,0.16973702482479147
4,False,all,anxiety,PCA,RandomForestClassifier,0.42142857142857143,0.2057837184412562,0.41309523809523807,0.18933811793322106
4,False,all,anxiety,Pass,HistGradientBoostingClassifier,0.6896969696969697,0.05659450923601823,0.34484848484848485,0.028297254618009113
4,False,all,anxiety,Pass,SVC,0.6165079365079364,0.13047580427085312,0.48396825396825394,0.1463144261946621
4,False,all,anxiety,Pass,LogisticRegression,0.6076190476190476,0.1274465785554384,0.5731746031746032,0.16203931539268554
4,False,all,anxiety,Pass,LinearSVC,0.5914285714285714,0.2174997067790658,0.5695238095238094,0.19184905384395662
4,False,all,anxiety,Pass,RandomForestClassifier,0.5809523809523809,0.08350322817500085,0.5109523809523809,0.05845710872161489
4,False,all,anxiety,Pass,GradientBoostingClassifier,0.5142857142857142,0.12210363242817224,0.48761904761904756,0.0695262556647298
4,False,all,anxiety,Pass,DecisionTreeClassifier,0.4904761904761905,0.13531687846078877,0.43047619047619046,0.09585218684701988
4,False,all,anxiety,Pass,GaussianNB,0.44761904761904764,0.2594036419040923,0.4392857142857142,0.2678703700437812
4,False,all,anxiety,Pass,KNeighborsClassifier,0.4253968253968254,0.15649215928719032,0.3384126984126984,0.1201661736806667
5,False,all,depression,selection feature,DecisionTreeClassifier,0.7123809523809523,0.11476091681060624,0.7633694083694083,0.09978110953706269
5,False,all,depression,selection feature,GradientBoostingClassifier,0.4885714285714286,0.2195542794678643,0.5877777777777778,0.1816260781108732
5,False,all,depression,selection feature,RandomForestClassifier,0.48,0.12605113600792692,0.5616666666666666,0.1172011566116611
5,False,all,depression,selection feature,LogisticRegression,0.45999999999999996,0.12995725793078616,0.5783333333333334,0.09817784316682092
5,False,all,depression,selection feature,GaussianNB,0.4276190476190476,0.10543076523720862,0.5276190476190477,0.09076707625300748
5,False,all,depression,selection feature,LinearSVC,0.38,0.24675674031095662,0.5161111111111112,0.18972852600557175
5,False,all,depression,selection feature,SVC,0.23714285714285716,0.22937359241630056,0.4551370851370852,0.1312834393908279
5,False,all,depression,selection feature,KNeighborsClassifier,0.22666666666666666,0.20869967789998037,0.4198989898989899,0.13764067202854596
5,False,all,depression,selection feature,HistGradientBoostingClassifier,0.0,0.0,0.3784382284382285,0.023220983789778094
5,False,all,depression,PCA,LinearSVC,0.3942857142857143,0.25728391192973665,0.4964574314574314,0.18479488269644723
5,False,all,depression,PCA,KNeighborsClassifier,0.39,0.38794329482541645,0.5427272727272727,0.2592684527645399
5,False,all,depression,PCA,GradientBoostingClassifier,0.3704761904761905,0.24990701218499056,0.5018903318903318,0.24108337649464806
5,False,all,depression,PCA,DecisionTreeClassifier,0.36666666666666664,0.3415650255319866,0.5087878787878788,0.22234661348652382
5,False,all,depression,PCA,LogisticRegression,0.36666666666666664,0.2472066162365221,0.446111111111111,0.17395632345257184
5,False,all,depression,PCA,GaussianNB,0.34,0.19493588689617927,0.5287878787878788,0.10395087841844794
5,False,all,depression,PCA,RandomForestClassifier,0.29047619047619044,0.1816402964072443,0.453015873015873,0.11236032453497294
5,False,all,depression,PCA,SVC,0.14666666666666667,0.2022100118413747,0.37323232323232325,0.1288403537380735
5,False,all,depression,PCA,HistGradientBoostingClassifier,0.0,0.0,0.3784382284382285,0.023220983789778094
5,False,all,depression,Pass,GradientBoostingClassifier,0.5780952380952381,0.23708356497244884,0.6703174603174603,0.17739435693820638
5,False,all,depression,Pass,DecisionTreeClassifier,0.49000000000000005,0.3209361307176243,0.5793434343434344,0.20009805269103903
