question,temporality,feature,label,mode,model,f1_train,f1_test
4,False,all,anxiety,Pass,GradientBoostingClassifier,1.0,0.5454545454545454
4,False,all,anxiety,Pass,HistGradientBoostingClassifier,0.358974358974359,0.3125
5,False,all,depression,selection feature,LogisticRegression,0.8726655348047538,0.717948717948718
5,False,all,depression,selection feature,KNeighborsClassifier,1.0,0.717948717948718
5,False,all,depression,selection feature,DecisionTreeClassifier,0.9554367201426025,0.7272727272727273
5,False,all,depression,selection feature,RandomForestClassifier,1.0,0.6333333333333333
5,False,all,depression,selection feature,SVC,0.8726655348047538,0.6071428571428572
5,False,all,depression,selection feature,LinearSVC,0.9131944444444444,0.717948717948718
5,False,all,depression,selection feature,GaussianNB,0.8015873015873016,0.5299145299145299
5,False,all,depression,selection feature,GradientBoostingClassifier,1.0,0.7272727272727273
5,False,all,depression,selection feature,HistGradientBoostingClassifier,0.40476190476190477,0.3125
5,False,all,depression,PCA,LogisticRegression,1.0,0.15384615384615385
5,False,all,depression,PCA,KNeighborsClassifier,1.0,0.45
5,False,all,depression,PCA,DecisionTreeClassifier,0.9007936507936507,0.21428571428571427
5,False,all,depression,PCA,RandomForestClassifier,1.0,0.3418803418803419
5,False,all,depression,PCA,SVC,0.7947454844006567,0.3418803418803419
5,False,all,depression,PCA,LinearSVC,1.0,0.21428571428571427
5,False,all,depression,PCA,GaussianNB,0.8333333333333334,0.18181818181818182
5,False,all,depression,PCA,GradientBoostingClassifier,1.0,0.3418803418803419
5,False,all,depression,PCA,HistGradientBoostingClassifier,0.40476190476190477,0.3125
5,False,all,depression,t-SNE,LogisticRegression,0.6179966044142615,0.5299145299145299
5,False,all,depression,t-SNE,KNeighborsClassifier,1.0,0.4107142857142857
5,False,all,depression,t-SNE,DecisionTreeClassifier,0.6361746361746362,0.47619047619047616
5,False,all,depression,t-SNE,RandomForestClassifier,1.0,0.717948717948718
5,False,all,depression,t-SNE,SVC,0.6794871794871795,0.5299145299145299
5,False,all,depression,t-SNE,LinearSVC,0.6179966044142615,0.5299145299145299
5,False,all,depression,t-SNE,GaussianNB,0.5,0.3125
5,False,all,depression,t-SNE,GradientBoostingClassifier,1.0,0.717948717948718
5,False,all,depression,t-SNE,HistGradientBoostingClassifier,0.40476190476190477,0.3125
5,False,all,depression,SMOTE,LogisticRegression,1.0,0.26666666666666666
5,False,all,depression,SMOTE,KNeighborsClassifier,1.0,0.3418803418803419
5,False,all,depression,SMOTE,DecisionTreeClassifier,1.0,0.47619047619047616
5,False,all,depression,SMOTE,RandomForestClassifier,1.0,0.3418803418803419
5,False,all,depression,SMOTE,SVC,0.5968379446640316,0.35294117647058826
5,False,all,depression,SMOTE,LinearSVC,1.0,0.26666666666666666
5,False,all,depression,SMOTE,GaussianNB,0.9705627705627706,0.6071428571428572
5,False,all,depression,SMOTE,GradientBoostingClassifier,1.0,0.47619047619047616
5,False,all,depression,SMOTE,HistGradientBoostingClassifier,0.3333333333333333,0.3125
5,False,all,depression,Pass,LogisticRegression,1.0,0.26666666666666666
5,False,all,depression,Pass,KNeighborsClassifier,1.0,0.45
5,False,all,depression,Pass,DecisionTreeClassifier,0.9554367201426025,0.7272727272727273
5,False,all,depression,Pass,RandomForestClassifier,1.0,0.3125
5,False,all,depression,Pass,SVC,0.3633276740237691,0.35294117647058826
5,False,all,depression,Pass,LinearSVC,1.0,0.26666666666666666
5,False,all,depression,Pass,GaussianNB,0.9523809523809523,0.5299145299145299
5,False,all,depression,Pass,GradientBoostingClassifier,1.0,0.7272727272727273
5,False,all,depression,Pass,HistGradientBoostingClassifier,0.40476190476190477,0.3125
5,False,all,anxiety,selection feature,LogisticRegression,0.7596153846153846,0.905982905982906
5,False,all,anxiety,selection feature,KNeighborsClassifier,1.0,0.7272727272727273
5,False,all,anxiety,selection feature,DecisionTreeClassifier,0.9166666666666667,0.6333333333333333
5,False,all,anxiety,selection feature,RandomForestClassifier,1.0,0.6333333333333333
5,False,all,anxiety,selection feature,SVC,0.6179966044142615,0.6857142857142857
5,False,all,anxiety,selection feature,LinearSVC,0.7987117552334944,0.8166666666666667
5,False,all,anxiety,selection feature,GaussianNB,0.9188311688311688,0.8035714285714286
5,False,all,anxiety,selection feature,GradientBoostingClassifier,1.0,0.7272727272727273
5,False,all,anxiety,selection feature,HistGradientBoostingClassifier,0.358974358974359,0.3125
5,False,all,anxiety,PCA,LogisticRegression,1.0,0.45
5,False,all,anxiety,PCA,KNeighborsClassifier,1.0,0.6333333333333333
5,False,all,anxiety,PCA,DecisionTreeClassifier,0.8397435897435898,0.4107142857142857
5,False,all,anxiety,PCA,RandomForestClassifier,1.0,0.5454545454545454
5,False,all,anxiety,PCA,SVC,0.7987117552334944,0.3418803418803419
5,False,all,anxiety,PCA,LinearSVC,1.0,0.5299145299145299
5,False,all,anxiety,PCA,GaussianNB,0.7987117552334944,0.26666666666666666
5,False,all,anxiety,PCA,GradientBoostingClassifier,1.0,0.4107142857142857
5,False,all,anxiety,PCA,HistGradientBoostingClassifier,0.358974358974359,0.3125
5,False,all,anxiety,t-SNE,LogisticRegression,0.5993589743589745,0.6071428571428572
5,False,all,anxiety,t-SNE,KNeighborsClassifier,1.0,0.8166666666666667
5,False,all,anxiety,t-SNE,DecisionTreeClassifier,0.8376623376623377,0.8166666666666667
5,False,all,anxiety,t-SNE,RandomForestClassifier,1.0,0.717948717948718
5,False,all,anxiety,t-SNE,SVC,0.7947454844006567,0.7272727272727273
5,False,all,anxiety,t-SNE,LinearSVC,0.5993589743589745,0.6071428571428572
5,False,all,anxiety,t-SNE,GaussianNB,0.6179966044142615,0.6071428571428572
5,False,all,anxiety,t-SNE,GradientBoostingClassifier,1.0,0.45
5,False,all,anxiety,t-SNE,HistGradientBoostingClassifier,0.358974358974359,0.3125
5,False,all,anxiety,SMOTE,LogisticRegression,1.0,0.26666666666666666
5,False,all,anxiety,SMOTE,KNeighborsClassifier,1.0,0.5454545454545454
5,False,all,anxiety,SMOTE,DecisionTreeClassifier,0.9282051282051282,0.3125
5,False,all,anxiety,SMOTE,RandomForestClassifier,1.0,0.45
5,False,all,anxiety,SMOTE,SVC,0.475,0.35294117647058826
5,False,all,anxiety,SMOTE,LinearSVC,1.0,0.15384615384615385
5,False,all,anxiety,SMOTE,GaussianNB,1.0,0.45
5,False,all,anxiety,SMOTE,GradientBoostingClassifier,1.0,0.6333333333333333
5,False,all,anxiety,SMOTE,HistGradientBoostingClassifier,0.3333333333333333,0.35294117647058826
5,False,all,anxiety,Pass,LogisticRegression,1.0,0.3418803418803419
5,False,all,anxiety,Pass,KNeighborsClassifier,1.0,0.6333333333333333
5,False,all,anxiety,Pass,DecisionTreeClassifier,1.0,0.3125
5,False,all,anxiety,Pass,RandomForestClassifier,1.0,0.5299145299145299
5,False,all,anxiety,Pass,SVC,0.4485294117647059,0.35294117647058826
5,False,all,anxiety,Pass,LinearSVC,1.0,0.26666666666666666
5,False,all,anxiety,Pass,GaussianNB,1.0,0.45
5,False,all,anxiety,Pass,GradientBoostingClassifier,1.0,0.3125
5,False,all,anxiety,Pass,HistGradientBoostingClassifier,0.358974358974359,0.3125
