accuracy,balanced_accuracy,f1,roc_auc
0.375,0.5,0.0,0.5333333333333334
0.5714285714285714,0.5416666666666666,0.4,0.25
0.42857142857142855,0.45,0.3333333333333333,0.5
0.5714285714285714,0.5714285714285714,0.0,
0.42857142857142855,0.5,0.0,0.4166666666666667
